PMID,DOI,First_Author,Year,Title,Journal,Publication_Type,Original_Operational_Analysis_Group,Eligibility_Outcome,Eligibility_Code,Final_Operational_Analysis_Group,Analytic_Set_Decision,Narrative_Context_Status,Trigger_Rule_IDs,Evidence_Level,Eligibility_Rationale
41384684,10.1002/nau.70178,Ockrim J,2025,What Evidence Do We Need From Objective and Subjective Outcomes in Order to Recommend Specific Operative Procedures for Men to Relieve BPO and Women With SUI? ICI-RS 2025.,Neurourology and urodynamics,Journal Article; Review,Implementation/ethics/reporting search stream,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Implementation/ethics/reporting search stream,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The available evidence for 'What Evidence Do We Need From Objective and Subjective Outcomes in Order to Recommend Specific Operative Procedures for Men to Relieve BPO and Women With SUI? ICI-RS 2025' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
41440224,10.3390/curroncol32120696,Cano I,2025,Readability Optimization of Layperson Summaries in Urological Oncology Clinical Trials: Outcomes from the BRIDGE-AI 8 Study.,"Current oncology (Toronto, Ont.)",Journal Article,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify machine learning applied to the in-scope task described in 'Readability Optimization of Layperson Summaries in Urological Oncology Clinical Trials: Outcomes from the BRIDGE-AI 8 Study.'.
41466327,10.1186/s40644-025-00961-2,Shengfa L,2025,CT-based AI score associates with perioperative outcomes in nephron-sparing surgery for renal cell carcinoma.,Cancer imaging : the official publication of the International Cancer Imaging Society,Journal Article,Implementation/ethics/reporting search stream,OPERATIONAL_ANALYSIS_GROUP_CORRECTION,C01_OPERATIONAL_ANALYSIS_GROUP_CORRECTION,Renal/Kidney,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"Title/abstract review supports corpus eligibility for 'CT-based AI score associates with perioperative outcomes in nephron-sparing surgery for renal cell carcinoma', but its clinical task aligns with Renal/Kidney rather than the recorded implementation/ethics/reporting search stream."
38228809,10.1038/s41391-024-00789-0,Lombardo R,2025,Quality of information and appropriateness of Open AI outputs for prostate cancer.,Prostate cancer and prostatic diseases,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify natural-language processing applied to the in-scope task described in 'Quality of information and appropriateness of Open AI outputs for prostate cancer.'.
39117164,10.1016/j.ijrobp.2024.07.2149,Rajendran P,2025,Autodelineation of Treatment Target Volume for Radiation Therapy Using Large Language Model-Aided Multimodal Learning.,"International journal of radiation oncology, biology, physics",Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and deep learning applied to the in-scope task described in 'Autodelineation of Treatment Target Volume for Radiation Therapy Using Large Language Model-Aided Multimodal Learning.'.
39513562,10.1002/pros.24814,Warren CJ,2025,Quality of Chatbot Information Related to Benign Prostatic Hyperplasia.,The Prostate,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Quality of Chatbot Information Related to Benign Prostatic Hyperplasia.'.
39536769,10.5534/wjmh.240228,Ran B,2025,Unlocking the Potential of ChatGPT in Male Sexual Health and Dysfunction: A Hold Endeavor and Comprehensive Study.,The world journal of men's health,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_FULLTEXT_CONFIRMATION,FULL_TEXT,"This primary male-sexual-health study evaluates ChatGPT-4 on 30 guideline-derived questions covering erectile dysfunction, premature ejaculation, and libido, with independent senior-andrologist ratings and documented clinical errors."
39743220,10.5534/wjmh.240173,Yuan LH,2025,The In-depth Comparative Analysis of Four Large Language AI Models for Risk Assessment and Information Retrieval from Multi-Modality Prostate Cancer Work-up Reports.,The world journal of men's health,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation applied to the in-scope task described in 'The In-depth Comparative Analysis of Four Large Language AI Models for Risk Assessment and Information Retrieval from Multi-Modality Prostate Cancer Work-up Reports.'.
39814625,10.1016/j.transproceed.2024.12.028,Zhan Y,2025,Evaluating AI Chatbot Responses to Postkidney Transplant Inquiries.,Transplantation proceedings,Journal Article,LLMs & GenAI,EXCLUDE,E01_NON_UROLOGICAL,LLMs & GenAI,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,PUBMED_ABSTRACT,Chatbot responses address post-kidney-transplant inquiries without a separable urological task or result.
39823203,10.1097/SPV.0000000000001638,Johnson ES,2025,Use of ChatGPT to Generate Informed Consent for Surgery in Urogynecology.,"Urogynecology (Philadelphia, Pa.)",Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and deep learning applied to the in-scope task described in 'Use of ChatGPT to Generate Informed Consent for Surgery in Urogynecology.'.
39862490,10.1016/j.pec.2025.108677,Nickel B,2025,Are AI chatbots concordant with evidence-based cancer screening recommendations?,Patient education and counseling,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_FULLTEXT_CONFIRMATION,FULL_TEXT,"The study evaluates three prostate-screening prompts against 30 prostate-specific criteria and reports separate prostate concordance, missing-benefit, age-specific, and hallucination results."
39914668,10.1016/j.urology.2025.01.054,Stapleton P,2025,Quality of Information on Wilms Tumor From Artificial Intelligence Chatbots: What Are Your Patients and Their Families Reading?,Urology,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Quality of Information on Wilms Tumor From Artificial Intelligence Chatbots: What Are Your Patients and Their Families Reading?'.
39939234,10.1016/j.jpurol.2025.01.026,Adriansyah IA,2025,Evaluating the utility of ChatGPT in enhancing parental education and clinical support in hypospadias care.,Journal of pediatric urology,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation applied to the in-scope task described in 'Evaluating the utility of ChatGPT in enhancing parental education and clinical support in hypospadias care.'.
40031953,10.5489/cuaj.9020,Kim JK,2025,Use of artificial intelligence-generated multiple-choice questions for the examination of surgical subspecialty residents Report of feasibility and psychometric analysis.,Canadian Urological Association journal = Journal de l'Association des urologues du Canada,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Use of artificial intelligence-generated multiple-choice questions for the examination of surgical subspecialty residents Report of feasibility and psychometric analysis.'.
40120697,10.1016/j.urology.2025.03.027,Patel HV,2025,Exploring Vacuum Erection Device User Feedback: A GPT-4 Thematic Analysis.,Urology,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation applied to the in-scope task described in 'Exploring Vacuum Erection Device User Feedback: A GPT-4 Thematic Analysis.'.
40185842,10.1038/s41746-025-01519-z,Ke YH,2025,Retrieval augmented generation for 10 large language models and its generalizability in assessing medical fitness.,NPJ digital medicine,Journal Article,LLMs & GenAI,EXCLUDE,E01_NON_UROLOGICAL,LLMs & GenAI,EXCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The substantive AI task in 'Retrieval augmented generation for 10 large language models and its generalizability in assessing medical fitness' is general, multi-specialty, or another organ system without a separable urological, andrological, or male-reproductive result."
40192830,10.1007/s00120-025-02558-w,Haas M,2025,[Making prostate cancer research accessible: chatGPT-4 as a tool to enhance lay communication].,"Urologie (Heidelberg, Germany)",English Abstract; Journal Article,LLMs & GenAI,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,LLMs & GenAI,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as German (ger) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
40217829,10.3390/jcm14072378,Sarikaya M,2025,Use of Artificial Intelligence in Vesicoureteral Reflux Disease: A Comparative Study of Guideline Compliance.,Journal of clinical medicine,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Use of Artificial Intelligence in Vesicoureteral Reflux Disease: A Comparative Study of Guideline Compliance.'.
40262653,10.1097/RCT.0000000000001709,Reyes C,2025,Beyond Human Limits: The Promise and Pitfalls of Large Language Models in Radiology Research.,Journal of computer assisted tomography,Journal Article; Review,LLMs & GenAI,EXCLUDE,E01_NON_UROLOGICAL,LLMs & GenAI,EXCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The substantive AI task in 'Beyond Human Limits: The Promise and Pitfalls of Large Language Models in Radiology Research' is general, multi-specialty, or another organ system without a separable urological, andrological, or male-reproductive result."
40397820,10.2196/72522,Owens OL,2025,"Evaluating an AI Chatbot ""Prostate Cancer Info"" for Providing Quality Prostate Cancer Screening Information: Cross-Sectional Study.",JMIR cancer,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Evaluating an AI Chatbot ""Prostate Cancer Info"" for Providing Quality Prostate Cancer Screening Information: Cross-Sectional Study.'."
40652730,10.1016/j.jss.2025.06.026,Ahmed HS,2025,Evaluating the Performance of Large Language Models on Multispecialty FRCS Section 1 Questions.,The Journal of surgical research,Evaluation Study; Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_REVIEWER_PUSHBACK_CONFIRMATION,PUBMED_ABSTRACT,"The multispecialty FRCS study includes a separable urological professional-assessment task and reports an explicit urology-specific model result, including 20% accuracy for Gemini on the urology questions."
40664228,10.1088/1361-6560/adf02c,Liu S,2025,Automated radiotherapy treatment planning guided by GPT-4Vision.,Physics in medicine and biology,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Automated radiotherapy treatment planning guided by GPT-4Vision.'.
40741907,10.1111/bju.16873,Asker OF,2025,"Chatbots in urology: accuracy, calibration, and comprehensibility; is DeepSeek taking over the throne?",BJU international,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The title and available abstract identify large-language-model or chatbot evaluation applied to the in-scope task described in 'Chatbots in urology: accuracy, calibration, and comprehensibility; is DeepSeek taking over the throne?'."
40753506,10.1093/sxmrev/qeaf042,Tong W,2025,"Letter to the Editor on ""Exploring the potential of DeepSeek-R1 in sexual and reproductive"".",Sexual medicine reviews,Journal Article,LLMs & GenAI,CONTEXT_ONLY,E10_CONTEXT_ONLY,LLMs & GenAI,EXCLUDE,CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,PUBLISHER_EXTRACT,"'Letter to the Editor on ""Exploring the potential of DeepSeek-R1 in sexual and reproductive""' provides AI reporting, governance, ethics, implementation, or research-agenda context without a primary corpus-eligible AI evaluation; it may be cited narratively but not counted."
40776057,10.3233/SHTI251039,Das A,2025,Efficient Training Corpus Retrieval for Large Language Model Fine Tuning: A Case Study in Cancer.,Studies in health technology and informatics,Journal Article,LLMs & GenAI,EXCLUDE,E06_TECHNICAL_NO_INTENDED_USE,LLMs & GenAI,EXCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,'Efficient Training Corpus Retrieval for Large Language Model Fine Tuning: A Case Study in Cancer' reports a technical or engineering artifact without sufficient clinical intended-use or validation context.
40776397,10.1080/10410236.2025.2537807,Chou WS,2025,Portrayal of Cancer Patients in the Era of AI: A Content Analysis of Images Produced by Generative AI Tools.,Health communication,Journal Article,LLMs & GenAI,EXCLUDE,E01_NON_UROLOGICAL,LLMs & GenAI,EXCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The substantive AI task in 'Portrayal of Cancer Patients in the Era of AI: A Content Analysis of Images Produced by Generative AI Tools' is general, multi-specialty, or another organ system without a separable urological, andrological, or male-reproductive result."
40875232,10.1001/jamanetworkopen.2025.29418,Srinivasan A,2025,Large Language Model Analysis of Reporting Quality of Randomized Clinical Trial Articles: A Systematic Review.,JAMA network open,Journal Article; Systematic Review,LLMs & GenAI,CONTEXT_ONLY,E10_CONTEXT_ONLY,LLMs & GenAI,EXCLUDE,CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"'Large Language Model Analysis of Reporting Quality of Randomized Clinical Trial Articles: A Systematic Review' provides AI reporting, governance, ethics, implementation, or research-agenda context without a primary corpus-eligible AI evaluation; it may be cited narratively but not counted."
40993200,10.1038/s41443-025-01179-3,Gonultas S,2025,"Chatbots' performance in premature ejaculation questions: a comparative analysis of reliability, readability, and understandability.",International journal of impotence research,Comparative Study; Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,"The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Chatbots' performance in premature ejaculation questions: a comparative analysis of reliability, readability, and understandability.'."
40999290,10.1007/s10815-025-03679-z,Li W,2025,The potential of large language models in the field of infertility: a systematic review.,Journal of assisted reproduction and genetics,Journal Article; Systematic Review,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify a substantive synthesis of large-language-model or chatbot evaluation in the in-scope LLMs & GenAI area described in 'The potential of large language models in the field of infertility: a systematic review.'.
41085611,10.1007/s11701-025-02871-8,Davuluri T,2025,Quality assessment of patient-facing urologic telesurgery content using validated tools.,Journal of robotic surgery,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Quality assessment of patient-facing urologic telesurgery content using validated tools.'.
41149502,10.3390/curroncol32100582,Maywald L,2025,Readability of Chatbot Responses in Prostate Cancer and Urological Care: Objective Metrics Versus Patient Perceptions.,"Current oncology (Toronto, Ont.)",Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation applied to the in-scope task described in 'Readability of Chatbot Responses in Prostate Cancer and Urological Care: Objective Metrics Versus Patient Perceptions.'.
41272253,10.1038/s43856-025-01194-x,Prenosil GA,2025,Neuro-symbolic AI for auditable cognitive information extraction from medical reports.,Communications medicine,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Neuro-symbolic AI for auditable cognitive information extraction from medical reports.'.
41406331,10.5489/cuaj.9302,Ahmet H,2025,Comparative assessment of AI models in addressing questions on priapism: An evaluation of response quality and clinical utility.,Canadian Urological Association journal = Journal de l'Association des urologues du Canada,Journal Article,LLMs & GenAI,INCLUDE,,LLMs & GenAI,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation and machine learning applied to the in-scope task described in 'Comparative assessment of AI models in addressing questions on priapism: An evaluation of response quality and clinical utility.'.
41438399,10.18502/ijrm.v23i10.20316,Sajjadi H,2025,Presenting a conceptual model for decision support systems in infertility: A developmental study.,International journal of reproductive biomedicine,Journal Article,LLMs & GenAI,EXCLUDE,E05_NO_SUBSTANTIVE_AI,LLMs & GenAI,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The available evidence for 'Presenting a conceptual model for decision support systems in infertility: A developmental study' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39129080,10.1016/j.urolonc.2024.05.012,Launer BM,2025,A contemporary review: mpMRI in prostate cancer screening and diagnosis.,Urologic oncology,Journal Article; Review,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'A contemporary review: mpMRI in prostate cancer screening and diagnosis' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39349172,10.1016/j.remnie.2024.500065,Aydinbelge-Dizdar N,2025,Reliability and Readability evaluation of chatbots responses as a patient information resource for the most common PET/CT scans.,Revista espanola de medicina nuclear e imagen molecular,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify large-language-model or chatbot evaluation applied to the in-scope task described in 'Reliability and Readability evaluation of chatbots responses as a patient information resource for the most common PET/CT scans.'.
39356481,10.2214/AJR.24.31715,Margolis DJA,2025,"Quantitative Prostate MRI, From the AJR Special Series on Quantitative Imaging.",AJR. American journal of roentgenology,Journal Article; Review,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Quantitative Prostate MRI, From the AJR Special Series on Quantitative Imaging' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39414421,10.1016/j.euo.2024.09.017,Fazekas T,2025,Molecular Correlates of Prostate Cancer Visibility on Multiparametric Magnetic Resonance Imaging: A Systematic Review.,European urology oncology,Journal Article; Systematic Review,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Molecular Correlates of Prostate Cancer Visibility on Multiparametric Magnetic Resonance Imaging: A Systematic Review' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39521638,10.1016/j.euo.2024.10.011,Benitez CM,2025,"Treatment Response Assessment According to Updated PROMISE Criteria in Patients with Metastatic Prostate Cancer Using an Automated Imaging Platform for Identification, Measurement, and Temporal Tracking of Disease.",European urology oncology,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The title and available abstract identify machine learning applied to the in-scope task described in 'Treatment Response Assessment According to Updated PROMISE Criteria in Patients with Metastatic Prostate Cancer Using an Automated Imaging Platform for Identification, Measurement, and Temporal Tracking of Disease.'."
39579754,10.1016/j.clinimag.2024.110363,Esengur OT,2025,Multimodal approach to optimize biopsy decision-making for PI-RADS 3 lesions on multiparametric MRI.,Clinical imaging,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Multimodal approach to optimize biopsy decision-making for PI-RADS 3 lesions on multiparametric MRI.'.
39698957,10.1002/jmrs.841,Zou Y,2025,A two-stage model for precise identification and Gleason grading of clinically significant prostate cancer: a hybrid approach.,Journal of medical radiation sciences,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify radiomics or pathomics applied to the in-scope task described in 'A two-stage model for precise identification and Gleason grading of clinically significant prostate cancer: a hybrid approach.'.
39729944,10.1016/j.ejrad.2024.111897,Walter-Rittel TC,2025,Automated 24-sector grid-map algorithm for prostate mpMRI improves precision and efficacy of prostate lesion location reporting.,European journal of radiology,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Automated 24-sector grid-map algorithm for prostate mpMRI improves precision and efficacy of prostate lesion location reporting.'.
39794510,10.1007/s00259-024-07060-7,Kersting D,2025,Staging of prostate Cancer with ultra-fast PSMA-PET scans enhanced by AI.,European journal of nuclear medicine and molecular imaging,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Staging of prostate Cancer with ultra-fast PSMA-PET scans enhanced by AI.'.
39795634,10.3390/diagnostics15010106,Telecan T,2025,Automatic Characterization of Prostate Suspect Lesions on T2-Weighted Image Acquisitions Using Texture Features and Machine-Learning Methods: A Pilot Study.,"Diagnostics (Basel, Switzerland)",Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify radiomics or pathomics and machine learning applied to the in-scope task described in 'Automatic Characterization of Prostate Suspect Lesions on T2-Weighted Image Acquisitions Using Texture Features and Machine-Learning Methods: A Pilot Study.'.
39881076,10.1186/s13244-024-01896-1,Bao J,2025,3D-AttenNet model can predict clinically significant prostate cancer in PI-RADS category 3 patients: a retrospective multicenter study.,Insights into imaging,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in '3D-AttenNet model can predict clinically significant prostate cancer in PI-RADS category 3 patients: a retrospective multicenter study.'.
39906153,10.1016/j.ejro.2025.100635,Pausch AM,2025,Ultra-fast biparametric MRI in prostate cancer assessment: Diagnostic performance and image quality compared to conventional multiparametric MRI.,European journal of radiology open,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Ultra-fast biparametric MRI in prostate cancer assessment: Diagnostic performance and image quality compared to conventional multiparametric MRI.'.
39948672,10.1186/s12935-025-03677-2,Hu J,2025,An online clustering algorithm predicting model for prostate cancer based on PHI-related variables and PI-RADS in different PSA populations.,Cancer cell international,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'An online clustering algorithm predicting model for prostate cancer based on PHI-related variables and PI-RADS in different PSA populations.'.
40055229,10.1007/s00330-025-11498-0,Padhani AR,2025,AI and human interactions in prostate cancer diagnosis using MRI.,European radiology,Journal Article; Review,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Prostate Imaging area described in 'AI and human interactions in prostate cancer diagnosis using MRI.'.
40143433,10.1002/jmri.29754,Esengur OT,2025,Toward a Refined PI-RADS: The Feasibility and Limitations of More Informative Metrics in Reviewing MRI Scans.,Journal of magnetic resonance imaging : JMRI,Journal Article; Review,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Prostate Imaging area described in 'Toward a Refined PI-RADS: The Feasibility and Limitations of More Informative Metrics in Reviewing MRI Scans.'.
