"PMID","DOI","First_Author","Year","Title","Journal","Journal_Abbrev","Publication_Type","Domain_Group","Priority_Translational_Evidence","Priority_Use_Case"
"34679527","10.3390/diagnostics11101829","Midiri F","2021","Multiparametric MRI and Radiomics in Prostate Cancer: A Review of the Current Literature.","Diagnostics (Basel, Switzerland)","Diagnostics (Basel)","Journal Article; Review","Prostate Imaging","No",""
"34507305","10.1088/1361-6560/ac25d5","Min H","2021","Automatic radiotherapy delineation quality assurance on prostate MRI with deep learning in a multicentre clinical trial.","Physics in medicine and biology","Phys Med Biol","Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't","Prostate Imaging","No",""
"33525456","10.3390/diagnostics11020186","Moazemi S","2021","Estimating the Potential of Radiomics Features and Radiomics Signature from Pretherapeutic PSMA-PET-CT Scans and Clinical Data for Prediction of Overall Survival When Treated with (177)Lu-PSMA.","Diagnostics (Basel, Switzerland)","Diagnostics (Basel)","Journal Article","Prostate Imaging","No",""
"34268431","10.21037/atm-20-6446","Moazemi S","2021","Decision-support for treatment with (177)Lu-PSMA: machine learning predicts response with high accuracy based on PSMA-PET/CT and clinical parameters.","Annals of translational medicine","Ann Transl Med","Journal Article","Prostate Imaging","No",""
"33661195","10.1097/RLU.0000000000003585","Mostafapour S","2021","Feasibility of Deep Learning-Guided Attenuation and Scatter Correction of Whole-Body 68Ga-PSMA PET Studies in the Image Domain.","Clinical nuclear medicine","Clin Nucl Med","Journal Article","Prostate Imaging","No",""
"34022486","10.1016/j.compbiomed.2021.104497","Nai YH","2021","Comparison of metrics for the evaluation of medical segmentations using prostate MRI dataset.","Computers in biology and medicine","Comput Biol Med","Journal Article; Research Support, Non-U.S. Gov't","Prostate Imaging","No",""
"34049336","10.1097/RLI.0000000000000791","Netzer N","2021","Fully Automatic Deep Learning in Bi-institutional Prostate Magnetic Resonance Imaging: Effects of Cohort Size and Heterogeneity.","Investigative radiology","Invest Radiol","Journal Article; Research Support, Non-U.S. Gov't","Prostate Imaging","No",""
"34046969","10.1002/jmri.27752","Nketiah GA","2021","Editorial for ""MRI Radiomics-Based Machine Learning for Predict of Clinically Significant Prostate Cancer in Equivocal PI-RADS 3 Lesions"".","Journal of magnetic resonance imaging : JMRI","J Magn Reson Imaging","Editorial","Prostate Imaging","No",""
"32394162","10.1007/s00259-020-04816-9","Pozaruk A","2021","Augmented deep learning model for improved quantitative accuracy of MR-based PET attenuation correction in PSMA PET-MRI prostate imaging.","European journal of nuclear medicine and molecular imaging","Eur J Nucl Med Mol Imaging","Letter","Prostate Imaging","No",""
"33296302","10.1109/TMI.2020.3043641","Rossi A","2021","Multi-Modal Siamese Network for Diagnostically Similar Lesion Retrieval in Prostate MRI.","IEEE transactions on medical imaging","IEEE Trans Med Imaging","Journal Article","Prostate Imaging","No",""
"34075837","10.1177/03915603211019982","Santoro AA","2021","Multiparametric magnetic resonance imaging of the prostate: Lights and shadows.","Urologia","Urologia","Journal Article","Prostate Imaging","No",""
"33212541","10.1055/a-1290-8070","Schelb P","2021","Comparison of Prostate MRI Lesion Segmentation Agreement Between Multiple Radiologists and a Fully Automatic Deep Learning System.","RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin","Rofo","Journal Article","Prostate Imaging","No",""
"32410356","10.1002/jmri.27191","Schieda N","2021","Quantitative Prostate MRI.","Journal of magnetic resonance imaging : JMRI","J Magn Reson Imaging","Journal Article; Review","Prostate Imaging","No",""
"33760269","10.1002/mp.14855","Seetharaman A","2021","Automated detection of aggressive and indolent prostate cancer on magnetic resonance imaging.","Medical physics","Med Phys","Journal Article","Prostate Imaging","No",""
"33509373","10.1053/j.semnuclmed.2020.08.003","Seifert R","2021","Artificial Intelligence and Machine Learning in Nuclear Medicine: Future Perspectives.","Seminars in nuclear medicine","Semin Nucl Med","Journal Article; Review","Prostate Imaging","No",""
"33385701","10.1016/j.media.2020.101919","Shao W","2021","ProsRegNet: A deep learning framework for registration of MRI and histopathology images of the prostate.","Medical image analysis","Med Image Anal","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Prostate Imaging","No",""
"33732553","10.7717/peerj.11006","Sobecki P","2021","Effect of domain knowledge encoding in CNN model architecture-a prostate cancer study using mpMRI images.","PeerJ","PeerJ","Journal Article","Prostate Imaging","No",""
"34282762","10.3390/cancers13133318","Syer T","2021","Artificial Intelligence Compared to Radiologists for the Initial Diagnosis of Prostate Cancer on Magnetic Resonance Imaging: A Systematic Review and Recommendations for Future Studies.","Cancers","Cancers (Basel)","Journal Article; Review","Prostate Imaging","No",""
"33580348","10.1007/s00261-021-02964-6","Wang X","2021","Novel deep learning-based noise reduction technique for prostate magnetic resonance imaging.","Abdominal radiology (New York)","Abdom Radiol (NY)","Journal Article","Prostate Imaging","No",""
"33787537","10.1097/RLI.0000000000000780","Winkel DJ","2021","A Novel Deep Learning Based Computer-Aided Diagnosis System Improves the Accuracy and Efficiency of Radiologists in Reading Biparametric Magnetic Resonance Images of the Prostate: Results of a Multireader, Multicase Study.","Investigative radiology","Invest Radiol","Journal Article; Research Support, Non-U.S. Gov't","Prostate Imaging","Yes","Prostate MRI reader assistance"
"34134076","10.1016/j.cmpb.2021.106211","Yan L","2021","PSP net-based automatic segmentation network model for prostate magnetic resonance imaging.","Computer methods and programs in biomedicine","Comput Methods Programs Biomed","Journal Article","Prostate Imaging","No",""
"34205786","10.3390/cancers13123098","Yan Y","2021","Deep Learning with Quantitative Features of Magnetic Resonance Images to Predict Biochemical Recurrence of Radical Prostatectomy: A Multi-Center Study.","Cancers","Cancers (Basel)","Journal Article","Prostate Imaging","No",""
"33813594","10.1007/s00259-021-05217-2","Yin H","2021","Can (68)Ga-PSMA-11 PET/CT predict pathological upgrading of prostate cancer from MRI-targeted biopsy to radical prostatectomy?","European journal of nuclear medicine and molecular imaging","Eur J Nucl Med Mol Imaging","Journal Article","Prostate Imaging","No",""
"34388625","10.1016/j.ejrad.2021.109894","Youn SY","2021","Detection and PI-RADS classification of focal lesions in prostate MRI: Performance comparison between a deep learning-based algorithm (DLA) and radiologists with various levels of experience.","European journal of radiology","Eur J Radiol","Journal Article","Prostate Imaging","No",""
"33210239","10.1007/s00259-020-05111-3","Zamboglou C","2021","Uncovering the invisible-prevalence, characteristics, and radiomics feature-based detection of visually undetectable intraprostatic tumor lesions in (68)GaPSMA-11 PET images of patients with primary prostate cancer.","European journal of nuclear medicine and molecular imaging","Eur J Nucl Med Mol Imaging","Journal Article; Research Support, Non-U.S. Gov't","Prostate Imaging","No",""
"33851471","10.1002/jmri.27486","Zhang H","2021","Diagnostic nomogram based on intralesional and perilesional radiomics features and clinical factors of clinically significant prostate cancer.","Journal of magnetic resonance imaging : JMRI","J Magn Reson Imaging","Journal Article; Research Support, Non-U.S. Gov't","Prostate Imaging","No",""
"34147597","10.1016/j.mri.2021.06.013","Zhang KS","2021","Improvement of PI-RADS-dependent prostate cancer classification by quantitative image assessment using radiomics or mean ADC.","Magnetic resonance imaging","Magn Reson Imaging","Journal Article","Prostate Imaging","No",""
"35024015","10.1155/2021/7830909","Zhang L","2021","Predicting the Grade of Prostate Cancer Based on a Biparametric MRI Radiomics Signature.","Contrast media & molecular imaging","Contrast Media Mol Imaging","Journal Article","Prostate Imaging","No",""
"35082974","10.1109/isbi48211.2021.9433879","Zheng H","2021","INTEGRATIVE RADIOMICS MODELS TO PREDICT BIOPSY RESULTS FOR NEGATIVE PROSTATE MRI.","Proceedings. IEEE International Symposium on Biomedical Imaging","Proc IEEE Int Symp Biomed Imaging","Journal Article","Prostate Imaging","No",""
"34891874","10.1109/EMBC46164.2021.9630254","Bhardwaj A","2021","An Approach for Live Motion Correction for TRUS-MR Prostate Fusion Biopsy using Deep Learning.","Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference","Annu Int Conf IEEE Eng Med Biol Soc","Journal Article","Prostate Pathology","No",""
"32759979","10.1038/s41379-020-0640-y","Bulten W","2021","Artificial intelligence assistance significantly improves Gleason grading of prostate biopsies by pathologists.","Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc","Mod Pathol","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","Yes","Prostate digital pathology"
"34975879","10.3389/fimmu.2021.786828","Cosma G","2021","Prostate Cancer: Early Detection and Assessing Clinical Risk Using Deep Machine Learning of High Dimensional Peripheral Blood Flow Cytometric Phenotyping Data.","Frontiers in immunology","Front Immunol","Journal Article; Observational Study; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"34108086","10.1016/j.pathol.2021.04.002","Egevad L","2021","The emerging role of artificial intelligence in the reporting of prostate pathology.","Pathology","Pathology","Comment; Editorial","Prostate Pathology","No",""
"34117103","10.1136/jclinpath-2020-207351","Fitzgerald J","2021","Future of biomarker evaluation in the realm of artificial intelligence algorithms: application in improved therapeutic stratification of patients with breast and prostate cancer.","Journal of clinical pathology","J Clin Pathol","Journal Article; Review","Prostate Pathology","No",""
"34695922","10.3390/s21206708","Hammouda K","2021","A Deep Learning Pipeline for Grade Groups Classification Using Digitized Prostate Biopsy Specimens.","Sensors (Basel, Switzerland)","Sensors (Basel)","Journal Article","Prostate Pathology","No",""
"34730818","10.1001/jamanetworkopen.2021.32554","Huang W","2021","Development and Validation of an Artificial Intelligence-Powered Platform for Prostate Cancer Grading and Quantification.","JAMA network open","JAMA Netw Open","Journal Article; Research Support, Non-U.S. Gov't; Validation Study","Prostate Pathology","No",""
"34393083","10.1016/j.euf.2021.07.002","Kartasalo K","2021","Artificial Intelligence for Diagnosis and Gleason Grading of Prostate Cancer in Biopsies-Current Status and Next Steps.","European urology focus","Eur Urol Focus","Journal Article; Research Support, Non-U.S. Gov't; Review","Prostate Pathology","No",""
"31767543","10.1016/j.euf.2019.11.003","Kott O","2021","Development of a Deep Learning Algorithm for the Histopathologic Diagnosis and Gleason Grading of Prostate Cancer Biopsies: A Pilot Study.","European urology focus","Eur Urol Focus","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"33549512","10.1016/S2589-7500(20)30314-9","Lee C","2021","Application of a novel machine learning framework for predicting non-metastatic prostate cancer-specific mortality in men using the Surveillance, Epidemiology, and End Results (SEER) database.","The Lancet. Digital health","Lancet Digit Health","Journal Article","Prostate Pathology","No",""
"33941504","10.1016/j.euf.2021.04.016","Leo P","2021","Computationally Derived Cribriform Area Index from Prostate Cancer Hematoxylin and Eosin Images Is Associated with Biochemical Recurrence Following Radical Prostatectomy and Is Most Prognostic in Gleason Grade Group 2.","European urology focus","Eur Urol Focus","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.","Prostate Pathology","No",""
"33601084","10.1016/j.compbiomed.2021.104253","Li J","2021","A multi-resolution model for histopathology image classification and localization with multiple instance learning.","Computers in biology and medicine","Comput Biol Med","Journal Article; Research Support, N.I.H., Extramural","Prostate Pathology","No",""
"33738255","10.3389/fonc.2021.610785","Liang L","2021","A Nomogram Based on a Multiparametric Ultrasound Radiomics Model for Discrimination Between Malignant and Benign Prostate Lesions.","Frontiers in oncology","Front Oncol","Journal Article","Prostate Pathology","No",""
"33303404","10.1016/j.euf.2020.11.001","Marginean F","2021","An Artificial Intelligence-based Support Tool for Automation and Standardisation of Gleason Grading in Prostate Biopsies.","European urology focus","Eur Urol Focus","Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"34303169","10.1016/j.media.2021.102165","Marini N","2021","Semi-supervised training of deep convolutional neural networks with heterogeneous data and few local annotations: An experiment on prostate histopathology image classification.","Medical image analysis","Med Image Anal","Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"34224068","10.1007/s11548-021-02437-7","Maris B","2021","Toward autonomous robotic prostate biopsy: a pilot study.","International journal of computer assisted radiology and surgery","Int J Comput Assist Radiol Surg","Journal Article","Prostate Pathology","No",""
"33760831","10.1371/journal.pone.0247930","Markert L","2021","Small RNAs as biomarkers to differentiate benign and malign prostate diseases: An alternative for transrectal punch biopsy of the prostate?","PloS one","PLoS One","Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"34597215","10.1148/rg.2021210020","Mata LA","2021","Artificial Intelligence-assisted Prostate Cancer Diagnosis: Radiologic-Pathologic Correlation.","Radiographics : a review publication of the Radiological Society of North America, Inc","Radiographics","Journal Article; Review","Prostate Pathology","No",""
"34808603","10.1088/1361-6560/ac3c13","Matkovic LA","2021","Prostate and dominant intraprostatic lesion segmentation on PET/CT using cascaded regional-net.","Physics in medicine and biology","Phys Med Biol","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
