PMID,DOI,First_Author,Year,Title,Journal,Journal_Abbrev,Publication_Type,Original_Domain_Group,Domain_Searches,AI_Decision,Analytic_Set_Decision,Initial_Human_Audit_Decision,Abstract_Availability,Abstract_Informed_Decision,Decision_Reconciliation,Final_Domain_Group,Abstract_Informed_Rationale
34507305,10.1088/1361-6560/ac25d5,Min H,2021,Automatic radiotherapy delineation quality assurance on prostate MRI with deep learning in a multicentre clinical trial.,Physics in medicine and biology,Phys Med Biol,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
35082974,10.1109/isbi48211.2021.9433879,Zheng H,2021,INTEGRATIVE RADIOMICS MODELS TO PREDICT BIOPSY RESULTS FOR NEGATIVE PROSTATE MRI.,Proceedings. IEEE International Symposium on Biomedical Imaging,Proc IEEE Int Symp Biomed Imaging,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,UNCERTAIN,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_UNCERTAIN_AS_INCLUDE,Prostate Imaging,Abstract describes radiomics and machine learning for biopsy prediction after negative prostate MRI.
34404057,10.1159/000517674,Harland N,2022,Robotic Transrectal Computed Tomographic Ultrasound with Artificial Neural Network Analysis: First Validation and Comparison with MRI-Guided Biopsies and Radical Prostatectomy.,Urologia internationalis,Urol Int,Comparative Study; Journal Article; Validation Study,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
34877735,10.1002/jmri.28024,Johnson PM,2022,Deep Learning Reconstruction Enables Highly Accelerated Biparametric MR Imaging of the Prostate.,Journal of magnetic resonance imaging : JMRI,J Magn Reson Imaging,"Journal Article; Research Support, N.I.H., Extramural",Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
36580220,10.1186/s13550-022-00948-1,Leung KH,2022,Deep learning and radiomics framework for PSMA-RADS classification of prostate cancer on PSMA PET.,EJNMMI research,EJNMMI Res,Journal Article,Prostate Imaging,psma_pet,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
34227169,10.1002/jmri.27811,Montoya Perez I,2022,"Detection of Prostate Cancer Using Biparametric Prostate MRI, Radiomics, and Kallikreins: A Retrospective Multicenter Study of Men With a Clinical Suspicion of Prostate Cancer.",Journal of magnetic resonance imaging : JMRI,J Magn Reson Imaging,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
34877870,10.2214/AJR.21.26917,Turkbey B,2022,"Artificial Intelligence for Automated Cancer Detection on Prostate MRI: Opportunities and Ongoing Challenges, From the AJR Special Series on AI Applications.",AJR. American journal of roentgenology,AJR Am J Roentgenol,Journal Article; Review,Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
37492662,10.3389/fradi.2022.919133,Woznicki P,2022,AutoRadiomics: A Framework for Reproducible Radiomics Research.,Frontiers in radiology,Front Radiol,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Prostate Imaging,Abstract evaluates an AutoRadiomics framework using two prostate MRI datasets with prostate-cancer detection results.
35467572,10.1097/RLI.0000000000000878,Zhang KS,2022,"Pseudoprospective Paraclinical Interaction of Radiology Residents With a Deep Learning System for Prostate Cancer Detection: Experience, Performance, and Identification of the Need for Intermittent Recalibration.",Investigative radiology,Invest Radiol,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
37444548,10.3390/cancers15133438,Gaudiano C,2023,An Apparent Diffusion Coefficient-Based Machine Learning Model Can Improve Prostate Cancer Detection in the Grey Area of the Prostate Imaging Reporting and Data System Category 3: A Single-Centre Experience.,Cancers,Cancers (Basel),Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
37394103,10.1016/j.radonc.2023.109774,Holzschuh JC,2023,Deep learning based automated delineation of the intraprostatic gross tumour volume in PSMA-PET for patients with primary prostate cancer.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Radiother Oncol,Journal Article,Prostate Imaging,psma_pet,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
36832103,10.3390/diagnostics13040615,Jiang W,2023,Joint Cancer Segmentation and PI-RADS Classification on Multiparametric MRI Using MiniSegCaps Network.,"Diagnostics (Basel, Switzerland)",Diagnostics (Basel),Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
37540237,10.1007/s00259-023-06362-6,Moradi S,2023,Error mitigation enables PET radiomic cancer characterization on quantum computers.,European journal of nuclear medicine and molecular imaging,Eur J Nucl Med Mol Imaging,Journal Article,Prostate Imaging,psma_pet,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Prostate Imaging,Abstract applies quantum/classic machine learning to PET radiomics datasets including PSMA prostate cancer endpoints.
36825823,10.1002/jmri.28608,Sun Z,2023,Deep-Learning Models for Detection and Localization of Visible Clinically Significant Prostate Cancer on Multi-Parametric MRI.,Journal of magnetic resonance imaging : JMRI,J Magn Reson Imaging,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
37750773,10.1148/radiol.232344,Turkbey B,2023,The Potential for Deep Learning Reconstruction to Improve the Quality of T2-weighted Prostate MRI.,Radiology,Radiology,Comment; Editorial,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,NO_SUBSTANTIVE_ABSTRACT,CONFIRM_INCLUDE,AGREE,Prostate Imaging,No substantive PubMed abstract was available; retained because title and metadata clearly describe an in-scope AI/urology record.
36598674,10.1007/s11517-022-02759-x,Zhang Y,2023,Differential diagnosis of prostate cancer and benign prostatic hyperplasia based on DCE-MRI using bi-directional CLSTM deep learning and radiomics.,Medical & biological engineering & computing,Med Biol Eng Comput,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
38090633,10.1109/isbi53787.2023.10230418,Zhong J,2023,INTEGRATING PROSTATE SPECIFIC ANTIGEN DENSITY BIOMARKER INTO DEEP LEARNING PROSTATE MRI LESION SEGMENTATION MODELS.,Proceedings. IEEE International Symposium on Biomedical Imaging,Proc IEEE Int Symp Biomed Imaging,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,UNCERTAIN,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_UNCERTAIN_AS_INCLUDE,Prostate Imaging,Abstract describes deep-learning prostate MRI lesion segmentation with PSA-density integration.
38940911,10.1007/s00261-024-04396-4,Coelho FMA,2024,Strategies for improving image quality in prostate MRI.,Abdominal radiology (New York),Abdom Radiol (NY),Journal Article; Review,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Prostate Imaging,Abstract reviews prostate MRI quality strategies and explicitly discusses AI for quality improvement and faster acquisition.
38889303,10.1093/jnci/djae139,Ding CC,2024,Predicting prostate cancer grade reclassification on active surveillance using a deep learning-based grading algorithm.,Journal of the National Cancer Institute,J Natl Cancer Inst,Journal Article,Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
38640822,10.1016/j.ejrad.2024.111470,Fransen SJ,2024,Using deep learning to optimize the prostate MRI protocol by assessing the diagnostic efficacy of MRI sequences.,European journal of radiology,Eur J Radiol,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
39443896,10.1186/s12894-024-01625-2,Li C,2024,Comparison in prostate cancer diagnosis with PSA 4-10 ng/mL: radiomics-based model VS. PI-RADS v2.1.,BMC urology,BMC Urol,Comparative Study; Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
37955670,10.1007/s00330-023-10427-3,Ponsiglione A,2024,Radiomics for the identification of extraprostatic extension with prostate MRI: a systematic review and meta-analysis.,European radiology,Eur Radiol,Journal Article; Meta-Analysis; Systematic Review,Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
41013451,10.1186/s12880-025-01914-8,Jafari E,2025,Efficacy of PSMA PET/CT radiomics analysis for risk stratification in newly diagnosed prostate cancer: a multicenter study.,BMC medical imaging,BMC Med Imaging,Journal Article,Prostate Imaging,psma_pet,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
40188349,10.1186/s12885-025-14022-1,Lu F,2025,Biparametric MRI-based radiomics for prediction of clinically significant prostate cancer of PI-RADS category 3 lesions.,BMC cancer,BMC Cancer,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
39572857,10.1002/jbio.202400278,Mitura P,2025,"Urine Analysed by FTIR, Chemometrics and Machine Learning Methods in Determination Spectroscopy Marker of Prostate Cancer in Urine.",Journal of biophotonics,J Biophotonics,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
40075662,10.3390/cancers17050815,Oerther B,2025,Multi-Center Benchmarking of a Commercially Available Artificial Intelligence Algorithm for Prostate Imaging Reporting and Data System (PI-RADS) Score Assignment and Lesion Detection in Prostate MRI.,Cancers,Cancers (Basel),Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
39522134,10.1016/j.compbiomed.2024.109339,Ogulmus FE,2025,"Integrating PET/CT, radiomics and clinical data: An advanced multi-modal approach for lymph node metastasis prediction in prostate cancer.",Computers in biology and medicine,Comput Biol Med,Journal Article,Prostate Imaging,psma_pet,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
39906153,10.1016/j.ejro.2025.100635,Pausch AM,2025,Ultra-fast biparametric MRI in prostate cancer assessment: Diagnostic performance and image quality compared to conventional multiparametric MRI.,European journal of radiology open,Eur J Radiol Open,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Prostate Imaging,Abstract prospectively compares a deep-learning-assisted ultra-fast prostate MRI protocol with conventional mpMRI.
40159133,10.1556/650.2025.33214,Poth S,2025,[Artificial intelligence-based fusion prostate biopsy].,Orvosi hetilap,Orv Hetil,Journal Article,Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
39950963,10.1148/rycan.240019,Salka B,2025,Clinical and Imaging Predictors of False-Positive and False-Negative Results in Prostate Multiparametric MRI Using PI-RADS Version 2.,Radiology. Imaging cancer,Radiol Imaging Cancer,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,EXCLUDE,EXCLUDE,AVAILABLE,EXCLUDE,AGREE,Prostate Imaging,Abstract reports clinical/logistic-regression predictors of PI-RADS false positives/negatives without an AI/ML component.
41415635,10.3348/jksr.2025.0075,Song JS,2025,Prostate MRI Quality Assessment: PI-QUAL and Factors Influencing Image Quality.,Journal of the Korean Society of Radiology,J Korean Soc Radiol,Journal Article; Review,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Prostate Imaging,Abstract reviews prostate MRI quality assessment and includes artificial-intelligence-based evaluation tools.
40512493,10.1001/jamanetworkopen.2025.15672,Twilt JJ,2025,AI-Assisted vs Unassisted Identification of Prostate Cancer in Magnetic Resonance Images.,JAMA network open,JAMA Netw Open,"Comparative Study; Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
40000986,10.1186/s12880-025-01602-7,Wang Z,2025,Comparison of the impact of rectal susceptibility artifacts in prostate magnetic resonance imaging on subjective evaluation and deep learning: a two-center retrospective study.,BMC medical imaging,BMC Med Imaging,Comparative Study; Journal Article; Multicenter Study,Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
41272268,10.1038/s41391-025-01053-9,Xie XR,2025,AI-aided diagnostic performance for prostate MRI: systematic review and meta-analysis.,Prostate cancer and prostatic diseases,Prostate Cancer Prostatic Dis,Journal Article; Review,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
41170469,10.3389/fonc.2025.1640159,Yang J,2025,Multimodal integration of [(18)F]PSMA-1007 PET/CT semiquantitative parameters and clinicopathological data for predicting prostate cancer metastasis.,Frontiers in oncology,Front Oncol,Journal Article,Prostate Imaging,psma_pet,INCLUDE,INCLUDE,UNCERTAIN,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_UNCERTAIN_AS_INCLUDE,Prostate Imaging,Abstract evaluates five machine-learning algorithms for PSMA PET/CT and clinicopathologic prediction of prostate-cancer metastasis.
40976756,10.1016/j.acra.2025.09.004,Zhang H,2025,Comparison of Prostate-Specific Membrane Antigen Positron Emission Tomography and Conventional Imaging Modalities in the Detection of Biochemical Recurrence of Prostate Cancer and Assessment of the Role of Artificial Intelligence: A Systematic Review and Meta-analysis.,Academic radiology,Acad Radiol,Comparative Study; Journal Article; Meta-Analysis; Systematic Review,Prostate Imaging,psma_pet,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
40859774,10.1111/bju.16892,Zhou SR,2025,ProMUS-NET: Artificial intelligence detects more prostate cancer than urologists on micro-ultrasonography.,BJU international,BJU Int,Comparative Study; Journal Article,Prostate Imaging,micro_ultrasound,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
39698957,10.1002/jmrs.841,Zou Y,2025,A two-stage model for precise identification and Gleason grading of clinically significant prostate cancer: a hybrid approach.,Journal of medical radiation sciences,J Med Radiat Sci,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
40910573,10.1002/jmri.70111,Liu BC,2026,Preoperative Assessment of Extraprostatic Extension in Prostate Cancer Using an Interpretable Tabular Prior-Data Fitted Network-Based Radiomics Model From MRI.,Journal of magnetic resonance imaging : JMRI,J Magn Reson Imaging,Journal Article,Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
41910833,10.1186/s41747-026-00695-1,Ponsiglione A,2026,Concurrent AI-human interaction in prostate cancer MRI interpretation: More hype than help?,European radiology experimental,Eur Radiol Exp,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
40586610,10.1097/RLI.0000000000001218,Umapathy L,2026,Leveraging Representation Learning for Bi-parametric Prostate MRI to Disambiguate PI-RADS 3 and Improve Biopsy Decision Strategies.,Investigative radiology,Invest Radiol,Journal Article,Prostate Imaging,prostate_mri; prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
41925802,10.1186/s13244-026-02245-0,Ursprung S,2026,European Society of Urogenital Radiology (ESUR) perspectives on the role of prostate MRI in active surveillance.,Insights into imaging,Insights Imaging,Journal Article,Prostate Imaging,prostate_mri,INCLUDE,EXCLUDE,EXCLUDE,AVAILABLE,EXCLUDE,AGREE,Prostate Imaging,"Abstract is an ESUR prostate MRI active-surveillance perspective; AI is only a future technological consideration, not the focus."
32926991,10.1016/j.mri.2020.09.011,Akamine Y,2020,Application of hierarchical clustering to multi-parametric MR in prostate: Differentiation of tumor and normal tissue with high accuracy.,Magnetic resonance imaging,Magn Reson Imaging,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
31926806,10.1016/S1470-2045(19)30738-7,Strom P,2020,"Artificial intelligence for diagnosis and grading of prostate cancer in biopsies: a population-based, diagnostic study.",The Lancet. Oncology,Lancet Oncol,"Journal Article; Research Support, Non-U.S. Gov't; Validation Study",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
32221622,10.1007/s00066-020-01607-x,Zavala-Romero O,2020,Segmentation of prostate and prostate zones using deep learning : A multi-MRI vendor analysis.,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],Strahlenther Onkol,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
34224068,10.1007/s11548-021-02437-7,Maris B,2021,Toward autonomous robotic prostate biopsy: a pilot study.,International journal of computer assisted radiology and surgery,Int J Comput Assist Radiol Surg,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Surgical AI,Abstract and metadata support the original human Include decision.
34597215,10.1148/rg.2021210020,Mata LA,2021,Artificial Intelligence-assisted Prostate Cancer Diagnosis: Radiologic-Pathologic Correlation.,"Radiographics : a review publication of the Radiological Society of North America, Inc",Radiographics,Journal Article; Review,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
33485056,10.1016/j.compmedimag.2020.101846,Silva-Rodriguez J,2021,WeGleNet: A weakly-supervised convolutional neural network for the semantic segmentation of Gleason grades in prostate histology images.,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,Comput Med Imaging Graph,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
33621184,10.1109/JBHI.2021.3061457,Silva-Rodriguez J,2021,Self-Learning for Weakly Supervised Gleason Grading of Local Patterns.,IEEE journal of biomedical and health informatics,IEEE J Biomed Health Inform,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
36288685,10.1016/j.cmpb.2022.107184,Huang H,2022,Fast detection method for prostate cancer cells based on an integrated ResNet50 and YoloV5 framework.,Computer methods and programs in biomedicine,Comput Methods Programs Biomed,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
35832894,10.1016/j.isci.2022.104663,Liu B,2022,Using deep learning to detect patients at risk for prostate cancer despite benign biopsies.,iScience,iScience,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
34547922,10.1097/JU.0000000000002205,Martini A,2022,An Algorithm to Personalize Nerve Sparing in Men with Unilateral High-Risk Prostate Cancer.,The Journal of urology,J Urol,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Surgical AI,Abstract and metadata support the original human Include decision.
34853071,10.1158/0008-5472.CAN-21-2843,Xie W,2022,Prostate Cancer Risk Stratification via Nondestructive 3D Pathology with Deep Learning-Assisted Gland Analysis.,Cancer research,Cancer Res,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
37586959,10.1016/j.euo.2023.06.013,Lenfant L,2023,Unleashing the Power of Artificial Intelligence and Fusion Magnetic Resonance Imaging-Targeted Biopsy: Transforming Prostate Cancer Diagnosis.,European urology oncology,Eur Urol Oncol,Editorial,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
35249120,10.1007/s00345-022-03965-w,Lorusso V,2023,External validation of the computerized analysis of TRUS of the prostate with the ANNA/C-TRUS system: a potential role of artificial intelligence for improving prostate cancer detection.,World journal of urology,World J Urol,Journal Article; Multicenter Study,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
37075600,10.1016/j.compbiomed.2023.106856,Marron-Esquivel JM,2023,A comparative study of the inter-observer variability on Gleason grading against Deep Learning-based approaches for prostate cancer.,Computers in biology and medicine,Comput Biol Med,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
37461083,10.1186/s13643-023-02282-6,Martinez-Marroquin E,2023,Use of artificial intelligence in discerning the need for prostate biopsy and readiness for clinical practice: a systematic review protocol.,Systematic reviews,Syst Rev,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
37784122,10.1186/s13000-023-01375-z,Shafi S,2023,Artificial intelligence in diagnostic pathology.,Diagnostic pathology,Diagn Pathol,Journal Article; Review,Prostate Pathology,prostate_pathology,INCLUDE,EXCLUDE,EXCLUDE,AVAILABLE,EXCLUDE,AGREE,Prostate Pathology,Abstract is a general diagnostic-pathology AI review with only passing prostate examples and no urology-specific scope.
36481762,10.1016/j.compbiomed.2022.106340,Xiang J,2023,Automatic diagnosis and grading of Prostate Cancer with weakly supervised learning on whole slide images.,Computers in biology and medicine,Comput Biol Med,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
37969634,10.21037/qims-23-20,Zhou Z,2023,An artificial intelligence-assisted diagnosis modeling software (AIMS) platform based on medical images and machine learning: a development and validation study.,Quantitative imaging in medicine and surgery,Quant Imaging Med Surg,Journal Article,Prostate Pathology,prostate_pathology; renal_kidney,INCLUDE,INCLUDE,UNCERTAIN,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_UNCERTAIN_AS_INCLUDE,Prostate Imaging,Abstract presents an AI-assisted medical-image modeling platform and demonstrates prostate cancer Gleason grading and ccRCC grading applications.
37944934,10.1055/a-2175-4446,Bauerle T,2024,Identification of impactful imaging biomarker: Clinical applications for breast and prostate carcinoma.,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,Rofo,Journal Article; Review,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Prostate Imaging,Abstract reviews imaging biomarkers using artificial intelligence with explicit prostate-cancer application.
39748708,10.32074/1591-951X-1047,Cimadamore A,2024,The uropathologist of the future: getting ready with intelligence for the prostate cancer tsunami.,Pathologica,Pathologica,Editorial,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
